Lat;Lon;Time Range;Apparent Fishing hours
69,6;18,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,476667
73,1;28,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,994722
73,2;28,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,9025
73,2;28,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,010278
73;29;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,148611
73,1;29,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,927778
73,1;29,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,249167
73,1;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;25,175278
73,1;29,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,156389
73;30,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,739167
71,6;25,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,031389
71,6;25,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,996389
71,4;27,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;34,535556
72,1;28,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,331944
72;28,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,606944
74,2;22;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;66,886944
74,2;22,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;27,416667
74,2;22,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;30,551389
74,3;22,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,377778
74,2;22,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;38,328056
74,4;23,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,659167
74,3;23,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,189722
74,5;24,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,033056
74,5;24,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,733611
67,3;11,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,266389
67,3;11,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;50,213611
67,3;11,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;80,747222
69,4;16,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;160,967778
68,8;12,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,514444
68,8;13,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;54,450833
70,5;17,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,266944
70,4;17,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,833333
69,8;17,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,085
67,9;13,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,544167
69,5;16;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;45,872778
68,2;13;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;96,019722
70,4;20,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,935
70,4;21;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,451944
70,2;22,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,291944
69,2;15;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;35,975833
69,2;15,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;47,084167
71,2;25,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;38,2675
71,1;26,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,185278
71,1;27,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,613889
71,1;27,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;33,778889
67,9;12,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,091389
68,7;17,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,9025
70,1;21,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;86,904167
67,6;12,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,555833
70,4;16,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,028889
70,4;16,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,406389
72;28,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,3625
72,1;29,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,477778
72;29,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,933611
71,9;28,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,79
71,9;29,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,868611
71,8;29;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,602222
71,8;29,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,181111
71,7;29,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,199722
71,8;29,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,649444
71,7;29,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,529722
72;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,911667
72,1;30,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,160278
71,9;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,973056
71,8;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,810278
71,8;29,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,46
71,7;29,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,593889
71,6;29,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,991667
71,6;29,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,776944
71,8;30,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,478889
71,6;24,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,298611
71,5;24,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,406667
68,9;17,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,006944
69;17,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,461389
68,7;16,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;48,639722
67,3;13,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,654722
67,3;13,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,308333
70,9;20,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,458056
68,2;11;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,440278
68,8;13,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,794444
69,9;17,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,501944
69,8;17,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,033333
69,8;17,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,926389
69,5;18;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,343333
69,5;18,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,343056
68,5;11,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,176111
68,5;11,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,521111
68,6;12,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;20,553333
68,6;12,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;26,673889
73;29,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,244722
73,1;31,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,592778
73,2;32,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,997778
73,2;32,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,821389
73,1;32,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,466111
71,6;26,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,185556
71,1;23,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,163611
71;23,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;74,432778
71,2;25,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,158333
71,1;25,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,952222
70,1;21,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;54,071667
68,9;14,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;32,461111
67,8;15,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,927222
71;23,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;28,118333
71;23,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,936389
70,9;23,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;11,483333
69,3;16,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;267,766667
70,6;22;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;42,862222
71,1;24,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;84,154444
66,9;13,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,330833
67;13,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,011944
66,8;13,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;104,336667
66,9;13,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,622222
69,9;20;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;32,369167
69,9;19,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;27,893611
70;20,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,845
72,1;29,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,459722
72;29,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,090278
72;30;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,890278
71,3;28,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,462222
71,3;28,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,1475
71,3;28,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;16,134444
71,2;28,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;46,6575
70,4;19,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;46,974167
70,3;19,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;12,600278
69,1;17,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;61,136944
70,2;20,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;25,226111
72,4;30,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,2225
72,4;30,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,569167
72,4;30,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1
72,4;31,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,8925
72,4;31,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,995833
72,4;31,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,706111
72,4;31,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,183333
72,2;31,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,031111
72,2;31,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,020833
72,2;31,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,009722
72,2;31,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,685833
72,2;32,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,856111
72;32,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,366389
72,1;32,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,019167
72;32,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,315556
74,2;21,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;15,326944
74,3;22,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,536944
73,9;21,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,195278
71,2;21,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;19,858333
71,5;23,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;18,295556
71,7;24;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,716389
71,7;26,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,299722
71,6;26,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;19,128611
71,1;23,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,372222
71,1;23,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;57,014722
71,4;27,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,737778
71,6;29;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,548889
71,3;28,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,830278
71,2;28,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;39,661389
71,1;27,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,248333
67,4;14,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;31,214167
67,3;14,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,899444
67,3;14,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,388333
67,2;14,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,063333
72,4;24,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,567222
71,8;23,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,078333
72,3;24,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,922222
72,3;24,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,876944
72,3;24,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,318056
72,3;24,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,983611
72,2;24,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,479444
72,2;24,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,046389
72,2;24,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,350556
72,1;24,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,824444
72,1;24,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,561389
72;24,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,089167
72;24,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,401667
72,2;24,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,481389
72,2;24,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,616389
72,1;24,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,296111
71,9;24,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,966111
71,8;24,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,544722
71,8;24,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,033889
72,9;20,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,661667
72,9;20,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,179444
72,8;20,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,269722
72,8;20,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,714167
72,7;20,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,575278
72,6;20,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,030833
72,8;20,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,978333
72,9;21,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,137778
72,8;21,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,912222
72,8;21,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,102222
72,7;21,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,888056
72,7;21,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,211111
72,7;21,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,990278
72,6;21,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,386389
72,6;21,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,426111
72,6;21,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,008611
72,6;21,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,932222
72,5;21,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,090833
72,8;21,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,086111
72,7;21,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,081389
72,7;22;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,210833
72,6;22,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,877778
72,5;21,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,911111
72,5;22,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,463056
72,5;22,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,344722
69,1;17,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;8,984444
72,8;15,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;14,888333
72,7;15,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,9975
72,6;15,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,982778
72,7;15,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,901111
73;15,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;51,485
73;15,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,011667
70,7;19,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;50,985
70,1;21,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,001667
71,5;27,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,907778
71,4;28,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,214722
71,3;29,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;39,213056
70,2;20,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;21,461389
70,3;20,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;54,482222
72,2;25,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,628611
72,3;25,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,472222
72,2;26;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,618889
72,2;25,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,223889
72;25,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,104722
72;26;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,8225
72,3;26,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,620833
72,2;26,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,618056
72,1;26,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,182778
71,8;25,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,913056
71,8;25,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,640278
71,3;25,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,518611
71,3;26;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,143056
69,1;15,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;89,093611
69,1;15;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;43,329722
69;15;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;76,366389
68,8;17,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;39,348889
68,8;17,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;111,401667
70,9;22,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;17,141944
71,2;23,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;42,423056
70,7;23,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,738333
70,5;17;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,953611
69,2;14;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,9925
69;14;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,929722
69,2;14,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,010556
68,1;13,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;54,496111
70,4;17,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,697222
70,3;17,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,086111
71,5;27,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,032778
71,5;27,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,063611
68,4;11,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,158889
68,2;11,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,766667
68,4;11,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,499444
68,3;11,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,946389
67,9;11,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,891944
67,7;11,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,049722
67,9;12;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,9975
67,8;12,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,868889
67,7;12,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,611111
69,1;15,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;52,508056
70,7;18,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,666667
70,7;18,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,067778
70,7;19,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,498611
70,6;19,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,403056
70,6;21,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;10,178611
69,5;16,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;22,165833
67,9;13,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,567778
70,5;22;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;38,9025
69,7;16,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;130,783611
69,6;15,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;26,581944
66,7;13,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;48,986667
66,6;12,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;5,3575
66,6;12,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;13,634722
68,7;14,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,281944
68,5;13,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;33,539444
68,6;13,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,33
71,1;27;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;6,277222
71;27,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,741111
69;15,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,615556
69,3;16,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;144,229167
68,2;14,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;19,939722
71;26,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,665556
68,3;16,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,527222
66,9;13,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;23,890278
69,5;16,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;46,363889
70,1;18,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;36,795833
70,1;18,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;53,036944
70;21,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,98
72;25,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;4,642778
71,5;23,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,065278
71,5;23,4;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,655
71,5;23,7;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;9,801111
72,8;15;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,454722
73,1;15,8;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;24,014722
73,1;16;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,903611
73;15,9;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;3,817778
71,7;26,2;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,526389
71,6;26,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,369444
71,3;25,1;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;7,444167
70,9;26,3;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;0,591944
71,5;27,6;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;2,255278
72,1;30,5;2023-01-14T00:00:00.000Z,2023-02-13T00:00:00.000Z;1,089444
